year,state,County,State Code,Deaths,Population
2015,AL,"Shelby County, AL",1,34,208713
2015,AL,"Talladega County, AL",1,31,80862
2015,AL,"Tuscaloosa County, AL",1,27,203976
2015,AL,"Walker County, AL",1,15,65294
2015,AK,"Anchorage Borough, AK",2,72,298695
2015,AK,"Fairbanks North Star Borough, AK",2,24,99631
2015,AK,"Kenai Peninsula Borough, AK",2,18,58059
2015,AK,"Matanuska-Susitna Borough, AK",2,20,101095
2015,AZ,"Apache County, AZ",4,11,71474
2015,AZ,"Cochise County, AZ",4,19,126427
2015,AZ,"Coconino County, AZ",4,25,139097
2015,AZ,"Maricopa County, AZ",4,539,4167947
2015,AZ,"Mohave County, AZ",4,54,204737
2015,AZ,"Navajo County, AZ",4,18,108277
2015,AZ,"Pima County, AZ",4,148,1010025
2015,AZ,"Pinal County, AZ",4,53,406584
2015,AZ,"Yavapai County, AZ",4,53,222255
2015,AZ,"Yuma County, AZ",4,24,204275
2015,AR,"Baxter County, AR",5,14,41053
2015,AR,"Benton County, AR",5,29,249672
2015,AR,"Craighead County, AR",5,24,104354
2015,AR,"Faulkner County, AR",5,17,121552
2015,AR,"Garland County, AR",5,27,97177
2015,AR,"Greene County, AR",5,13,44196
2015,AR,"Hot Spring County, AR",5,13,33426
2015,AR,"Jefferson County, AR",5,17,71565
2015,AR,"Lonoke County, AR",5,16,71645
2015,AR,"Mississippi County, AR",5,15,43738
2015,AR,"Pope County, AR",5,10,63390
2015,AR,"Pulaski County, AR",5,87,392664
2015,AR,"Saline County, AR",5,18,117460
2015,AR,"Sebastian County, AR",5,18,127780
2015,AR,"Washington County, AR",5,28,225477
2015,CA,"Alameda County, CA",6,131,1638215
2015,CA,"Butte County, CA",6,28,225411
2015,CA,"Calaveras County, CA",6,16,44828
2015,CA,"Contra Costa County, CA",6,102,1126745
2015,CA,"El Dorado County, CA",6,22,184452
2015,CA,"Fresno County, CA",6,97,974861
2015,CA,"Humboldt County, CA",6,32,135727
2015,CA,"Kern County, CA",6,106,882176
2015,CA,"Kings County, CA",6,10,150965
2015,CA,"Lake County, CA",6,21,64591
2015,CA,"Los Angeles County, CA",6,743,10170292
2015,CA,"Marin County, CA",6,15,261221
2015,CA,"Mendocino County, CA",6,13,87649
2015,CA,"Merced County, CA",6,33,268455
2015,CA,"Monterey County, CA",6,77,433898
2015,CA,"Napa County, CA",6,10,142456
2015,CA,"Nevada County, CA",6,18,98877
2015,CA,"Orange County, CA",6,138,3169776
2015,CA,"Placer County, CA",6,22,375391
2015,CA,"Riverside County, CA",6,178,2361026
2015,CA,"Sacramento County, CA",6,163,1501335
2015,CA,"San Bernardino County, CA",6,194,2128133
2015,CA,"San Diego County, CA",6,201,3299521
2015,CA,"San Francisco County, CA",6,48,864816
2015,CA,"San Joaquin County, CA",6,88,726106
2015,CA,"San Luis Obispo County, CA",6,16,281401
2015,CA,"San Mateo County, CA",6,27,765135
2015,CA,"Santa Barbara County, CA",6,38,444769
2015,CA,"Santa Clara County, CA",6,89,1918044
2015,CA,"Santa Cruz County, CA",6,22,274146
2015,CA,"Shasta County, CA",6,28,179533
2015,CA,"Solano County, CA",6,62,436092
2015,CA,"Sonoma County, CA",6,29,502146
2015,CA,"Stanislaus County, CA",6,44,538388
2015,CA,"Tulare County, CA",6,65,459863
2015,CA,"Ventura County, CA",6,63,850536
2015,CA,"Yolo County, CA",6,13,213016
2015,CA,"Yuba County, CA",6,16,74492
2015,CO,"Adams County, CO",8,55,491337
2015,CO,"Arapahoe County, CO",8,64,631096
2015,CO,"Boulder County, CO",8,23,319372
2015,CO,"Denver County, CO",8,72,682545
2015,CO,"Douglas County, CO",8,34,322387
2015,CO,"El Paso County, CO",8,110,674471
2015,CO,"Jefferson County, CO",8,56,565524
2015,CO,"Larimer County, CO",8,54,333577
2015,CO,"Mesa County, CO",8,28,148513
2015,CO,"Pueblo County, CO",8,36,163591
2015,CO,"Weld County, CO",8,36,285174
2015,CT,"Fairfield County, CT",9,32,948053
2015,CT,"Hartford County, CT",9,56,895841
2015,CT,"Middlesex County, CT",9,11,164063
2015,CT,"New Haven County, CT",9,53,859470
2015,CT,"New London County, CT",9,17,271863
2015,DE,"Kent County, DE",10,22,173533
2015,DE,"New Castle County, DE",10,77,556779
2015,DE,"Sussex County, DE",10,13,215622
2015,DC,"District of Columbia, DC",11,121,672228
2015,FL,"Alachua County, FL",12,21,259964
2015,FL,"Bay County, FL",12,25,181635
2015,FL,"Brevard County, FL",12,102,568088
2015,FL,"Broward County, FL",12,178,1896425
2015,FL,"Charlotte County, FL",12,25,173115
2015,FL,"Citrus County, FL",12,25,141058
2015,FL,"Clay County, FL",12,18,203967
2015,FL,"Collier County, FL",12,24,357305
2015,FL,"Columbia County, FL",12,13,68348
2015,FL,"Duval County, FL",12,190,913010
2015,FL,"Escambia County, FL",12,43,311003
2015,FL,"Flagler County, FL",12,19,105392
2015,FL,"Hernando County, FL",12,24,178439
2015,FL,"Hillsborough County, FL",12,171,1349050
2015,FL,"Indian River County, FL",12,12,147919
2015,FL,"Lake County, FL",12,37,325875
2015,FL,"Lee County, FL",12,84,701982
2015,FL,"Leon County, FL",12,25,286272
2015,FL,"Manatee County, FL",12,47,363369
2015,FL,"Marion County, FL",12,51,343254
2015,FL,"Martin County, FL",12,14,156283
2015,FL,"Miami-Dade County, FL",12,318,2693117
2015,FL,"Monroe County, FL",12,15,77482
2015,FL,"Nassau County, FL",12,17,78444
2015,FL,"Okaloosa County, FL",12,33,198664
2015,FL,"Orange County, FL",12,131,1288126
2015,FL,"Osceola County, FL",12,24,323993
2015,FL,"Palm Beach County, FL",12,165,1422789
2015,FL,"Pasco County, FL",12,67,497909
2015,FL,"Pinellas County, FL",12,135,949827
2015,FL,"Polk County, FL",12,73,650092
2015,FL,"Putnam County, FL",12,18,72023
2015,FL,"St. Johns County, FL",12,34,226640
2015,FL,"St. Lucie County, FL",12,41,298563
2015,FL,"Santa Rosa County, FL",12,25,167040
2015,FL,"Sarasota County, FL",12,61,405549
2015,FL,"Seminole County, FL",12,41,449144
2015,FL,"Volusia County, FL",12,86,517887
2015,FL,"Walton County, FL",12,10,63508
2015,GA,"Baldwin County, GA",13,12,45459
2015,GA,"Barrow County, GA",13,16,75370
2015,GA,"Bartow County, GA",13,15,102747
2015,GA,"Bibb County, GA",13,35,153721
2015,GA,"Bryan County, GA",13,11,35137
2015,GA,"Bulloch County, GA",13,10,72651
2015,GA,"Catoosa County, GA",13,11,66050
2015,GA,"Chatham County, GA",13,74,286956
2015,GA,"Cherokee County, GA",13,23,235900
2015,GA,"Clarke County, GA",13,14,123912
2015,GA,"Clayton County, GA",13,44,273955
2015,GA,"Cobb County, GA",13,74,741334
2015,GA,"Coffee County, GA",13,10,43108
2015,GA,"Columbia County, GA",13,14,144052
2015,GA,"Coweta County, GA",13,20,138427
2015,GA,"DeKalb County, GA",13,106,734871
2015,GA,"Dougherty County, GA",13,14,91332
2015,GA,"Douglas County, GA",13,20,140733
2015,GA,"Fayette County, GA",13,13,110714
2015,GA,"Floyd County, GA",13,17,96504
2015,GA,"Forsyth County, GA",13,15,212438
2015,GA,"Fulton County, GA",13,141,1010562
2015,GA,"Glynn County, GA",13,11,83579
2015,GA,"Gwinnett County, GA",13,88,895823
2015,GA,"Hall County, GA",13,19,193535
2015,GA,"Henry County, GA",13,24,217739
2015,GA,"Houston County, GA",13,17,150033
2015,GA,"Jackson County, GA",13,13,63360
2015,GA,"Liberty County, GA",13,10,62467
2015,GA,"Lowndes County, GA",13,14,112865
2015,GA,"Muscogee County, GA",13,35,200579
2015,GA,"Newton County, GA",13,25,105473
2015,GA,"Paulding County, GA",13,25,152238
2015,GA,"Richmond County, GA",13,37,201793
2015,GA,"Rockdale County, GA",13,11,88856
2015,GA,"Sumter County, GA",13,12,30779
2015,GA,"Troup County, GA",13,16,69763
2015,GA,"Whitfield County, GA",13,11,104216
2015,HI,"Hawaii County, HI",15,11,196428
2015,HI,"Honolulu County, HI",15,31,998714
2015,ID,"Ada County, ID",16,53,434211
2015,ID,"Bannock County, ID",16,21,83744
2015,ID,"Bonneville County, ID",16,16,110089
2015,ID,"Canyon County, ID",16,23,207478
2015,ID,"Kootenai County, ID",16,29,150346
2015,ID,"Twin Falls County, ID",16,17,82375
2015,IL,"Champaign County, IL",17,14,208861
2015,IL,"Cook County, IL",17,659,5238216
2015,IL,"DuPage County, IL",17,31,933736
2015,IL,"Kane County, IL",17,28,530847
2015,IL,"Lake County, IL",17,26,703910
2015,IL,"McHenry County, IL",17,16,307343
2015,IL,"Macon County, IL",17,13,107303
2015,IL,"Madison County, IL",17,21,266209
2015,IL,"Peoria County, IL",17,20,186221
2015,IL,"St. Clair County, IL",17,44,264052
2015,IL,"Sangamon County, IL",17,22,198712
2015,IL,"Tazewell County, IL",17,13,134800
2015,IL,"Vermilion County, IL",17,11,79282
2015,IL,"Will County, IL",17,33,687263
2015,IL,"Williamson County, IL",17,16,67466
2015,IL,"Winnebago County, IL",17,34,287078
2015,IN,"Allen County, IN",18,48,368450
2015,IN,"Clark County, IN",18,11,115371
2015,IN,"Delaware County, IN",18,11,116852
2015,IN,"Elkhart County, IN",18,20,203474
2015,IN,"Hamilton County, IN",18,18,309697
2015,IN,"Hendricks County, IN",18,11,158192
2015,IN,"Johnson County, IN",18,13,149633
2015,IN,"Lake County, IN",18,93,487865
2015,IN,"La Porte County, IN",18,12,110884
2015,IN,"Madison County, IN",18,12,129723
2015,IN,"Marion County, IN",18,212,939020
2015,IN,"Porter County, IN",18,21,167688
2015,IN,"St. Joseph County, IN",18,41,268441
2015,IN,"Tippecanoe County, IN",18,18,185826
2015,IN,"Vanderburgh County, IN",18,24,181877
2015,IN,"Vigo County, IN",18,16,107896
2015,IA,"Linn County, IA",19,15,219916
2015,IA,"Polk County, IA",19,44,467711
2015,IA,"Scott County, IA",19,17,172126
2015,KS,"Johnson County, KS",20,48,580159
2015,KS,"Sedgwick County, KS",20,67,511574
2015,KS,"Shawnee County, KS",20,28,178725
2015,KS,"Wyandotte County, KS",20,35,163369
2015,KY,"Boone County, KY",21,13,127712
2015,KY,"Bullitt County, KY",21,13,78702
2015,KY,"Christian County, KY",21,14,73309
2015,KY,"Daviess County, KY",21,12,99259
2015,KY,"Fayette County, KY",21,36,314488
2015,KY,"Grayson County, KY",21,10,26221
2015,KY,"Hardin County, KY",21,11,106439
2015,KY,"Henderson County, KY",21,10,46407
2015,KY,"Hopkins County, KY",21,10,46222
2015,KY,"Jefferson County, KY",21,150,763623
2015,KY,"Kenton County, KY",21,20,165012
2015,KY,"Laurel County, KY",21,15,60094
2015,KY,"Madison County, KY",21,16,87824
2015,KY,"Pike County, KY",21,11,61792
2015,KY,"Pulaski County, KY",21,19,63782
2015,KY,"Warren County, KY",21,14,122851
2015,LA,"Acadia Parish, LA",22,12,62577
2015,LA,"Ascension Parish, LA",22,16,119455
2015,LA,"Avoyelles Parish, LA",22,11,41103
2015,LA,"Bossier Parish, LA",22,13,125175
2015,LA,"Caddo Parish, LA",22,54,251460
2015,LA,"Calcasieu Parish, LA",22,35,198788
2015,LA,"East Baton Rouge Parish, LA",22,100,446753
2015,LA,"Evangeline Parish, LA",22,12,33743
2015,LA,"Iberia Parish, LA",22,10,74103
2015,LA,"Jefferson Parish, LA",22,61,436275
2015,LA,"Lafayette Parish, LA",22,48,240098
2015,LA,"Lafourche Parish, LA",22,22,98325
2015,LA,"Lincoln Parish, LA",22,10,47774
2015,LA,"Livingston Parish, LA",22,27,137788
2015,LA,"Orleans Parish, LA",22,169,389617
2015,LA,"Ouachita Parish, LA",22,33,156761
2015,LA,"Rapides Parish, LA",22,26,132141
2015,LA,"St. John the Baptist Parish, LA",22,10,43626
2015,LA,"St. Landry Parish, LA",22,19,83848
2015,LA,"St. Martin Parish, LA",22,15,53835
2015,LA,"St. Tammany Parish, LA",22,34,250088
2015,LA,"Tangipahoa Parish, LA",22,22,128755
2015,LA,"Terrebonne Parish, LA",22,24,113972
2015,ME,"Aroostook County, ME",23,12,68628
2015,ME,"Cumberland County, ME",23,19,289977
2015,ME,"Kennebec County, ME",23,22,119980
2015,ME,"Penobscot County, ME",23,17,152692
2015,ME,"York County, ME",23,16,201169
2015,MD,"Anne Arundel County, MD",24,49,564195
2015,MD,"Baltimore County, MD",24,98,831128
2015,MD,"Calvert County, MD",24,11,90595
2015,MD,"Cecil County, MD",24,11,102382
2015,MD,"Charles County, MD",24,12,156118
2015,MD,"Frederick County, MD",24,22,245322
2015,MD,"Harford County, MD",24,18,250290
2015,MD,"Howard County, MD",24,13,313414
2015,MD,"Montgomery County, MD",24,33,1040116
2015,MD,"Prince George's County, MD",24,87,909535
2015,MD,"Washington County, MD",24,20,149585
2015,MD,"Baltimore city, MD",24,280,621849
2015,MA,"Barnstable County, MA",25,10,214333
2015,MA,"Bristol County, MA",25,26,556772
2015,MA,"Essex County, MA",25,17,776043
2015,MA,"Hampden County, MA",25,24,470690
2015,MA,"Middlesex County, MA",25,17,1585139
2015,MA,"Norfolk County, MA",25,13,696023
2015,MA,"Plymouth County, MA",25,17,510393
2015,MA,"Suffolk County, MA",25,41,778121
2015,MA,"Worcester County, MA",25,31,818963
2015,MI,"Allegan County, MI",26,18,114625
2015,MI,"Barry County, MI",26,10,59314
2015,MI,"Bay County, MI",26,14,105659
2015,MI,"Berrien County, MI",26,27,154636
2015,MI,"Calhoun County, MI",26,17,134314
2015,MI,"Eaton County, MI",26,10,108801
2015,MI,"Genesee County, MI",26,69,410849
2015,MI,"Ingham County, MI",26,27,286085
2015,MI,"Jackson County, MI",26,17,159494
2015,MI,"Kalamazoo County, MI",26,23,260263
2015,MI,"Kent County, MI",26,44,636369
2015,MI,"Lapeer County, MI",26,12,88373
2015,MI,"Lenawee County, MI",26,13,98573
2015,MI,"Livingston County, MI",26,16,187316
2015,MI,"Macomb County, MI",26,83,864840
2015,MI,"Marquette County, MI",26,13,67215
2015,MI,"Muskegon County, MI",26,14,172790
2015,MI,"Oakland County, MI",26,107,1242304
2015,MI,"Ottawa County, MI",26,17,279955
2015,MI,"Saginaw County, MI",26,22,193307
2015,MI,"St. Clair County, MI",26,15,159875
2015,MI,"Washtenaw County, MI",26,20,358880
2015,MI,"Wayne County, MI",26,364,1759335
2015,MN,"Anoka County, MN",27,26,344151
2015,MN,"Dakota County, MN",27,30,414686
2015,MN,"Hennepin County, MN",27,79,1223149
2015,MN,"Ramsey County, MN",27,40,538133
2015,MN,"St. Louis County, MN",27,25,200431
2015,MN,"Scott County, MN",27,12,141660
2015,MN,"Stearns County, MN",27,10,154708
2015,MN,"Washington County, MN",27,11,251597
2015,MN,"Wright County, MN",27,11,131311
2015,MS,"Bolivar County, MS",28,10,33322
2015,MS,"Coahoma County, MS",28,14,24620
2015,MS,"DeSoto County, MS",28,25,173323
2015,MS,"Forrest County, MS",28,10,75944
2015,MS,"Harrison County, MS",28,33,201410
2015,MS,"Hinds County, MS",28,50,242891
2015,MS,"Jackson County, MS",28,26,141425
2015,MS,"Lamar County, MS",28,12,60618
2015,MS,"Lauderdale County, MS",28,16,78524
2015,MS,"Lee County, MS",28,12,85300
2015,MS,"Lincoln County, MS",28,14,34649
2015,MS,"Madison County, MS",28,20,103465
2015,MS,"Neshoba County, MS",28,12,29463
2015,MS,"Panola County, MS",28,14,34167
2015,MS,"Pearl River County, MS",28,11,55191
2015,MS,"Rankin County, MS",28,25,149039
2015,MS,"Warren County, MS",28,10,47485
2015,MS,"Washington County, MS",28,23,48130
2015,MO,"Boone County, MO",29,11,174974
2015,MO,"Buchanan County, MO",29,13,89100
2015,MO,"Camden County, MO",29,10,44237
2015,MO,"Cape Girardeau County, MO",29,10,78572
2015,MO,"Cass County, MO",29,18,101603
2015,MO,"Christian County, MO",29,11,83279
2015,MO,"Clay County, MO",29,41,235637
2015,MO,"Cole County, MO",29,10,76720
2015,MO,"Franklin County, MO",29,16,102426
2015,MO,"Greene County, MO",29,48,288072
2015,MO,"Howell County, MO",29,10,40117
2015,MO,"Jackson County, MO",29,160,687623
2015,MO,"Jasper County, MO",29,18,118596
2015,MO,"Jefferson County, MO",29,37,224124
2015,MO,"Lincoln County, MO",29,12,54696
2015,MO,"Newton County, MO",29,10,58615
2015,MO,"St. Charles County, MO",29,39,385590
2015,MO,"St. Francois County, MO",29,12,66520
2015,MO,"St. Louis County, MO",29,194,1003362
2015,MO,"Scott County, MO",29,12,39008
2015,MO,"Taney County, MO",29,12,54592
2015,MO,"Texas County, MO",29,10,25690
2015,MO,"Webster County, MO",29,12,37483
2015,MO,"St. Louis city, MO",29,143,315685
2015,MT,"Cascade County, MT",30,14,82278
2015,MT,"Flathead County, MT",30,18,96165
2015,MT,"Gallatin County, MT",30,11,100739
2015,MT,"Lake County, MT",30,10,29457
2015,MT,"Lewis and Clark County, MT",30,10,66418
2015,MT,"Missoula County, MT",30,22,114181
2015,MT,"Yellowstone County, MT",30,30,157048
2015,NE,"Douglas County, NE",31,70,550064
2015,NE,"Lancaster County, NE",31,20,306468
2015,NV,"Clark County, NV",32,311,2114801
2015,NV,"Elko County, NV",32,15,51935
2015,NV,"Nye County, NV",32,11,42477
2015,NV,"Washoe County, NV",32,65,446903
2015,NV,"Carson City, NV",32,10,54521
2015,NH,"Carroll County, NH",33,10,47285
2015,NH,"Hillsborough County, NH",33,41,406678
2015,NH,"Merrimack County, NH",33,10,147994
2015,NH,"Rockingham County, NH",33,21,301777
2015,NH,"Strafford County, NH",33,10,126825
2015,NJ,"Atlantic County, NJ",34,24,274219
2015,NJ,"Bergen County, NJ",34,24,938506
2015,NJ,"Burlington County, NJ",34,19,450226
2015,NJ,"Camden County, NJ",34,50,510923
2015,NJ,"Cumberland County, NJ",34,12,155854
2015,NJ,"Essex County, NJ",34,113,797434
2015,NJ,"Gloucester County, NJ",34,20,291479
2015,NJ,"Hudson County, NJ",34,25,674836
2015,NJ,"Mercer County, NJ",34,23,371398
2015,NJ,"Middlesex County, NJ",34,20,840900
2015,NJ,"Monmouth County, NJ",34,25,628715
2015,NJ,"Morris County, NJ",34,13,499509
2015,NJ,"Ocean County, NJ",34,25,588721
2015,NJ,"Passaic County, NJ",34,20,510916
2015,NJ,"Sussex County, NJ",34,10,143673
2015,NJ,"Union County, NJ",34,23,555786
2015,NM,"Bernalillo County, NM",35,122,676685
2015,NM,"Chaves County, NM",35,22,65764
2015,NM,"Curry County, NM",35,12,50398
2015,NM,"Dona Ana County, NM",35,29,214295
2015,NM,"Eddy County, NM",35,16,57578
2015,NM,"Lea County, NM",35,19,71180
2015,NM,"Otero County, NM",35,12,64362
2015,NM,"Rio Arriba County, NM",35,14,39465
2015,NM,"Sandoval County, NM",35,18,139394
2015,NM,"San Juan County, NM",35,23,118737
2015,NM,"Santa Fe County, NM",35,16,148686
2015,NM,"Valencia County, NM",35,15,75737
2015,NY,"Albany County, NY",36,14,309381
2015,NY,"Bronx County, NY",36,69,1455444
2015,NY,"Dutchess County, NY",36,14,295754
2015,NY,"Erie County, NY",36,55,922578
2015,NY,"Kings County, NY",36,132,2636735
2015,NY,"Monroe County, NY",36,54,749600
2015,NY,"Nassau County, NY",36,33,1361350
2015,NY,"New York County, NY",36,28,1644518
2015,NY,"Niagara County, NY",36,15,212652
2015,NY,"Oneida County, NY",36,12,232500
2015,NY,"Onondaga County, NY",36,34,468463
2015,NY,"Orange County, NY",36,20,377647
2015,NY,"Queens County, NY",36,61,2339150
2015,NY,"Richmond County, NY",36,16,474558
2015,NY,"Saratoga County, NY",36,19,226249
2015,NY,"Suffolk County, NY",36,56,1501587
2015,NY,"Ulster County, NY",36,10,180143
2015,NY,"Westchester County, NY",36,22,976396
2015,NC,"Alamance County, NC",37,16,158276
2015,NC,"Beaufort County, NC",37,10,47651
2015,NC,"Brunswick County, NC",37,10,122765
2015,NC,"Buncombe County, NC",37,20,253178
2015,NC,"Burke County, NC",37,13,88842
2015,NC,"Cabarrus County, NC",37,22,196762
2015,NC,"Caldwell County, NC",37,17,81287
2015,NC,"Carteret County, NC",37,11,68879
2015,NC,"Catawba County, NC",37,25,155056
2015,NC,"Cleveland County, NC",37,15,96879
2015,NC,"Craven County, NC",37,10,103451
2015,NC,"Cumberland County, NC",37,57,323838
2015,NC,"Davidson County, NC",37,24,164622
2015,NC,"Durham County, NC",37,45,300952
2015,NC,"Edgecombe County, NC",37,13,54150
2015,NC,"Forsyth County, NC",37,35,369019
2015,NC,"Franklin County, NC",37,12,63710
2015,NC,"Gaston County, NC",37,35,213442
2015,NC,"Guilford County, NC",37,66,517600
2015,NC,"Harnett County, NC",37,19,128140
2015,NC,"Henderson County, NC",37,23,112655
2015,NC,"Iredell County, NC",37,18,169866
2015,NC,"Johnston County, NC",37,16,185660
2015,NC,"Lee County, NC",37,13,59660
2015,NC,"Lenoir County, NC",37,10,58106
2015,NC,"Mecklenburg County, NC",37,114,1034070
2015,NC,"Moore County, NC",37,11,94352
2015,NC,"Nash County, NC",37,13,93919
2015,NC,"New Hanover County, NC",37,25,220358
2015,NC,"Onslow County, NC",37,30,186311
2015,NC,"Pitt County, NC",37,25,175842
2015,NC,"Randolph County, NC",37,23,142799
2015,NC,"Robeson County, NC",37,49,134197
2015,NC,"Rockingham County, NC",37,13,91758
2015,NC,"Rowan County, NC",37,20,139142
2015,NC,"Rutherford County, NC",37,11,66390
2015,NC,"Sampson County, NC",37,14,63724
2015,NC,"Stokes County, NC",37,15,46351
2015,NC,"Surry County, NC",37,10,72743
2015,NC,"Union County, NC",37,15,222742
2015,NC,"Vance County, NC",37,13,44568
2015,NC,"Wake County, NC",37,58,1024198
2015,NC,"Wayne County, NC",37,22,124132
2015,NC,"Wilkes County, NC",37,15,68502
2015,NC,"Wilson County, NC",37,10,81714
2015,ND,"Burleigh County, ND",38,12,92991
2015,ND,"Cass County, ND",38,14,171512
2015,OH,"Allen County, OH",39,11,104425
2015,OH,"Butler County, OH",39,39,376353
2015,OH,"Clark County, OH",39,21,135959
2015,OH,"Clermont County, OH",39,15,201973
2015,OH,"Columbiana County, OH",39,16,104806
2015,OH,"Cuyahoga County, OH",39,190,1255921
2015,OH,"Franklin County, OH",39,181,1251722
2015,OH,"Greene County, OH",39,14,164427
2015,OH,"Hamilton County, OH",39,119,807598
2015,OH,"Lake County, OH",39,19,229245
2015,OH,"Lawrence County, OH",39,13,61109
2015,OH,"Licking County, OH",39,20,170570
2015,OH,"Lorain County, OH",39,32,305147
2015,OH,"Lucas County, OH",39,46,433689
2015,OH,"Mahoning County, OH",39,28,231900
2015,OH,"Medina County, OH",39,14,176395
2015,OH,"Miami County, OH",39,12,104224
2015,OH,"Montgomery County, OH",39,77,532258
2015,OH,"Muskingum County, OH",39,13,86290
2015,OH,"Pike County, OH",39,10,28217
2015,OH,"Portage County, OH",39,12,162275
2015,OH,"Richland County, OH",39,21,121707
2015,OH,"Stark County, OH",39,47,375165
2015,OH,"Summit County, OH",39,86,541968
2015,OH,"Trumbull County, OH",39,31,203751
2015,OH,"Tuscarawas County, OH",39,14,92916
2015,OH,"Warren County, OH",39,12,224469
2015,OH,"Wayne County, OH",39,13,116063
2015,OH,"Wood County, OH",39,11,129730
2015,OK,"Canadian County, OK",40,22,133378
2015,OK,"Carter County, OK",40,12,48689
2015,OK,"Cleveland County, OK",40,33,274458
2015,OK,"Comanche County, OK",40,17,124648
2015,OK,"Creek County, OK",40,22,70892
2015,OK,"Grady County, OK",40,16,54648
2015,OK,"Le Flore County, OK",40,11,49605
2015,OK,"Logan County, OK",40,13,45996
2015,OK,"Muskogee County, OK",40,13,69699
2015,OK,"Oklahoma County, OK",40,148,776864
2015,OK,"Osage County, OK",40,11,47887
2015,OK,"Pottawatomie County, OK",40,12,71875
2015,OK,"Rogers County, OK",40,15,90802
2015,OK,"Tulsa County, OK",40,117,639242
2015,OK,"Wagoner County, OK",40,13,76559
2015,OR,"Clackamas County, OR",41,53,401515
2015,OR,"Coos County, OR",41,10,63121
2015,OR,"Deschutes County, OR",41,24,175268
2015,OR,"Douglas County, OR",41,31,107685
2015,OR,"Jackson County, OR",41,29,212567
2015,OR,"Josephine County, OR",41,21,84745
2015,OR,"Klamath County, OR",41,13,66016
2015,OR,"Lane County, OR",41,54,362895
2015,OR,"Linn County, OR",41,10,120547
2015,OR,"Marion County, OR",41,37,330700
2015,OR,"Multnomah County, OR",41,77,790294
2015,OR,"Washington County, OR",41,38,574326
2015,PA,"Allegheny County, PA",42,175,1230459
2015,PA,"Beaver County, PA",42,17,168871
2015,PA,"Berks County, PA",42,44,415271
2015,PA,"Blair County, PA",42,14,125593
2015,PA,"Bucks County, PA",42,41,627367
2015,PA,"Butler County, PA",42,18,186818
2015,PA,"Cambria County, PA",42,21,136411
2015,PA,"Carbon County, PA",42,10,63960
2015,PA,"Chester County, PA",42,29,515939
2015,PA,"Clearfield County, PA",42,13,80994
2015,PA,"Columbia County, PA",42,11,66672
2015,PA,"Crawford County, PA",42,11,86484
2015,PA,"Cumberland County, PA",42,21,246338
2015,PA,"Dauphin County, PA",42,36,272983
2015,PA,"Delaware County, PA",42,49,563894
2015,PA,"Erie County, PA",42,35,278045
2015,PA,"Fayette County, PA",42,18,133628
2015,PA,"Franklin County, PA",42,13,153638
2015,PA,"Lackawanna County, PA",42,26,211917
2015,PA,"Lancaster County, PA",42,38,536624
2015,PA,"Lehigh County, PA",42,39,360685
2015,PA,"Luzerne County, PA",42,45,318449
2015,PA,"Lycoming County, PA",42,13,116048
2015,PA,"Mercer County, PA",42,17,114234
2015,PA,"Monroe County, PA",42,14,166397
2015,PA,"Montgomery County, PA",42,50,819264
2015,PA,"Northampton County, PA",42,27,300813
2015,PA,"Northumberland County, PA",42,11,93246
2015,PA,"Philadelphia County, PA",42,307,1567442
2015,PA,"Schuylkill County, PA",42,20,144590
2015,PA,"Somerset County, PA",42,12,75522
2015,PA,"Washington County, PA",42,32,208261
2015,PA,"Westmoreland County, PA",42,41,357956
2015,PA,"York County, PA",42,49,442867
2015,RI,"Providence County, RI",44,34,633473
2015,SC,"Aiken County, SC",45,33,165829
2015,SC,"Anderson County, SC",45,57,194692
2015,SC,"Beaufort County, SC",45,30,179589
2015,SC,"Berkeley County, SC",45,35,202786
2015,SC,"Charleston County, SC",45,71,389262
2015,SC,"Darlington County, SC",45,13,67548
2015,SC,"Dorchester County, SC",45,29,152478
2015,SC,"Florence County, SC",45,20,138900
2015,SC,"Georgetown County, SC",45,11,61298
2015,SC,"Greenville County, SC",45,61,491863
2015,SC,"Horry County, SC",45,56,309199
2015,SC,"Jasper County, SC",45,11,27824
2015,SC,"Lancaster County, SC",45,12,85842
2015,SC,"Lexington County, SC",45,45,281833
2015,SC,"Newberry County, SC",45,10,38012
2015,SC,"Oconee County, SC",45,17,75713
2015,SC,"Orangeburg County, SC",45,20,89208
2015,SC,"Pickens County, SC",45,21,121691
2015,SC,"Richland County, SC",45,72,407051
2015,SC,"Spartanburg County, SC",45,55,297302
2015,SC,"Sumter County, SC",45,17,107480
2015,SC,"York County, SC",45,37,251195
2015,SD,"Minnehaha County, SD",46,18,185197
2015,SD,"Pennington County, SD",46,18,108702
2015,TN,"Anderson County, TN",47,11,75749
2015,TN,"Blount County, TN",47,12,127253
2015,TN,"Bradley County, TN",47,20,104091
2015,TN,"Carroll County, TN",47,10,27910
2015,TN,"Cheatham County, TN",47,14,39741
2015,TN,"Cumberland County, TN",47,11,58229
2015,TN,"Davidson County, TN",47,110,678889
2015,TN,"Dickson County, TN",47,12,51487
2015,TN,"Hamilton County, TN",47,50,354098
2015,TN,"Hawkins County, TN",47,12,56471
2015,TN,"Knox County, TN",47,58,451324
2015,TN,"Madison County, TN",47,17,97610
2015,TN,"Maury County, TN",47,11,87757
2015,TN,"Montgomery County, TN",47,33,193479
